agency_cd site_no datetime tz_cd 151782_00062 151782_00062_cd
5s 15s 20d 6s 14n 10s
USGS 12452000 2020-04-28 15:00 PDT 1087.58 P
USGS 12452000 2020-04-28 15:15 PDT 1087.58 P
USGS 12452000 2020-04-28 15:30 PDT 1087.58 P
USGS 12452000 2020-04-28 15:45 PDT 1087.58 P
USGS 12452000 2020-04-28 16:00 PDT 1087.58 P
USGS 12452000 2020-04-28 16:15 PDT 1087.58 P
USGS 12452000 2020-04-28 16:30 PDT 1087.58 P
USGS 12452000 2020-04-28 16:45 PDT 1087.59 P
USGS 12452000 2020-04-28 17:00 PDT 1087.59 P
USGS 12452000 2020-04-28 17:15 PDT 1087.59 P
USGS 12452000 2020-04-28 17:30 PDT 1087.59 P
USGS 12452000 2020-04-28 17:45 PDT 1087.59 P
USGS 12452000 2020-04-28 18:00 PDT 1087.59 P
USGS 12452000 2020-04-28 18:15 PDT 1087.59 P
USGS 12452000 2020-04-28 18:30 PDT 1087.59 P
USGS 12452000 2020-04-28 18:45 PDT 1087.59 P
USGS 12452000 2020-04-28 19:00 PDT 1087.59 P
USGS 12452000 2020-04-28 19:15 PDT 1087.60 P
USGS 12452000 2020-04-28 19:30 PDT 1087.60 P
USGS 12452000 2020-04-28 19:45 PDT 1087.60 P
USGS 12452000 2020-04-28 20:00 PDT 1087.60 P
USGS 12452000 2020-04-28 20:15 PDT 1087.60 P
USGS 12452000 2020-04-28 20:30 PDT 1087.60 P
USGS 12452000 2020-04-28 20:45 PDT 1087.60 P
USGS 12452000 2020-04-28 21:00 PDT 1087.60 P
USGS 12452000 2020-04-28 21:15 PDT 1087.60 P
USGS 12452000 2020-04-28 21:30 PDT 1087.60 P
USGS 12452000 2020-04-28 21:45 PDT 1087.60 P
USGS 12452000 2020-04-28 22:00 PDT 1087.60 P
USGS 12452000 2020-04-28 22:15 PDT 1087.60 P
USGS 12452000 2020-04-28 22:30 PDT 1087.61 P
USGS 12452000 2020-04-28 22:45 PDT 1087.60 P
USGS 12452000 2020-04-28 23:00 PDT 1087.60 P
USGS 12452000 2020-04-28 23:15 PDT 1087.60 P
USGS 12452000 2020-04-28 23:30 PDT 1087.61 P
USGS 12452000 2020-04-28 23:45 PDT 1087.61 P
USGS 12452000 2020-04-29 00:00 PDT 1087.61 P
USGS 12452000 2020-04-29 00:15 PDT 1087.61 P
USGS 12452000 2020-04-29 00:30 PDT 1087.61 P
USGS 12452000 2020-04-29 00:45 PDT 1087.61 P
USGS 12452000 2020-04-29 01:00 PDT 1087.61 P
USGS 12452000 2020-04-29 01:15 PDT 1087.61 P
USGS 12452000 2020-04-29 01:30 PDT 1087.61 P
USGS 12452000 2020-04-29 01:45 PDT 1087.61 P
USGS 12452000 2020-04-29 02:00 PDT 1087.61 P
USGS 12452000 2020-04-29 02:15 PDT 1087.61 P
USGS 12452000 2020-04-29 02:30 PDT 1087.61 P
USGS 12452000 2020-04-29 02:45 PDT 1087.61 P
USGS 12452000 2020-04-29 03:00 PDT 1087.61 P
USGS 12452000 2020-04-29 03:15 PDT 1087.61 P
USGS 12452000 2020-04-29 03:30 PDT 1087.61 P
USGS 12452000 2020-04-29 03:45 PDT 1087.61 P
USGS 12452000 2020-04-29 04:00 PDT 1087.61 P
USGS 12452000 2020-04-29 04:15 PDT 1087.61 P
USGS 12452000 2020-04-29 04:30 PDT 1087.61 P
USGS 12452000 2020-04-29 04:45 PDT 1087.61 P
USGS 12452000 2020-04-29 05:00 PDT 1087.61 P
USGS 12452000 2020-04-29 05:15 PDT 1087.61 P
USGS 12452000 2020-04-29 05:30 PDT 1087.61 P
USGS 12452000 2020-04-29 05:45 PDT 1087.61 P
USGS 12452000 2020-04-29 06:00 PDT 1087.61 P
USGS 12452000 2020-04-29 06:15 PDT 1087.61 P
USGS 12452000 2020-04-29 06:30 PDT 1087.61 P
USGS 12452000 2020-04-29 06:45 PDT 1087.61 P
USGS 12452000 2020-04-29 07:00 PDT 1087.61 P
USGS 12452000 2020-04-29 07:15 PDT 1087.61 P
USGS 12452000 2020-04-29 07:30 PDT 1087.61 P
USGS 12452000 2020-04-29 07:45 PDT 1087.61 P
USGS 12452000 2020-04-29 08:00 PDT 1087.61 P
USGS 12452000 2020-04-29 08:15 PDT 1087.61 P
USGS 12452000 2020-04-29 08:30 PDT 1087.61 P
USGS 12452000 2020-04-29 08:45 PDT 1087.61 P
USGS 12452000 2020-04-29 09:00 PDT 1087.61 P
USGS 12452000 2020-04-29 09:15 PDT 1087.61 P
USGS 12452000 2020-04-29 09:30 PDT 1087.61 P
USGS 12452000 2020-04-29 09:45 PDT 1087.61 P
USGS 12452000 2020-04-29 10:00 PDT 1087.61 P
USGS 12452000 2020-04-29 10:15 PDT 1087.61 P
USGS 12452000 2020-04-29 10:30 PDT 1087.61 P
USGS 12452000 2020-04-29 10:45 PDT 1087.61 P
USGS 12452000 2020-04-29 11:00 PDT 1087.61 P
USGS 12452000 2020-04-29 11:15 PDT 1087.61 P
USGS 12452000 2020-04-29 11:30 PDT 1087.62 P
USGS 12452000 2020-04-29 11:45 PDT 1087.62 P
USGS 12452000 2020-04-29 12:00 PDT 1087.62 P
USGS 12452000 2020-04-29 12:15 PDT 1087.62 P
USGS 12452000 2020-04-29 12:30 PDT 1087.62 P
USGS 12452000 2020-04-29 12:45 PDT 1087.62 P
USGS 12452000 2020-04-29 13:00 PDT 1087.62 P
USGS 12452000 2020-04-29 13:15 PDT 1087.62 P
USGS 12452000 2020-04-29 13:30 PDT 1087.62 P
USGS 12452000 2020-04-29 13:45 PDT 1087.62 P
USGS 12452000 2020-04-29 14:00 PDT 1087.62 P
USGS 12452000 2020-04-29 14:15 PDT 1087.62 P
USGS 12452000 2020-04-29 14:30 PDT 1087.63 P
USGS 12452000 2020-04-29 14:45 PDT 1087.62 P
USGS 12452000 2020-04-29 15:00 PDT 1087.63 P
USGS 12452000 2020-04-29 15:15 PDT 1087.63 P
USGS 12452000 2020-04-29 15:30 PDT 1087.63 P
USGS 12452000 2020-04-29 15:45 PDT 1087.63 P
USGS 12452000 2020-04-29 16:00 PDT 1087.63 P
USGS 12452000 2020-04-29 16:15 PDT 1087.63 P
USGS 12452000 2020-04-29 16:30 PDT 1087.63 P
USGS 12452000 2020-04-29 16:45 PDT 1087.63 P
USGS 12452000 2020-04-29 17:00 PDT 1087.64 P
USGS 12452000 2020-04-29 17:15 PDT 1087.64 P
USGS 12452000 2020-04-29 17:30 PDT 1087.63 P
USGS 12452000 2020-04-29 17:45 PDT 1087.63 P
USGS 12452000 2020-04-29 18:00 PDT 1087.64 P
USGS 12452000 2020-04-29 18:15 PDT 1087.64 P
USGS 12452000 2020-04-29 18:30 PDT 1087.64 P
USGS 12452000 2020-04-29 18:45 PDT 1087.64 P
USGS 12452000 2020-04-29 19:00 PDT 1087.64 P
USGS 12452000 2020-04-29 19:15 PDT 1087.64 P
USGS 12452000 2020-04-29 19:30 PDT 1087.64 P
USGS 12452000 2020-04-29 19:45 PDT 1087.64 P
USGS 12452000 2020-04-29 20:00 PDT 1087.64 P
USGS 12452000 2020-04-29 20:15 PDT 1087.64 P
USGS 12452000 2020-04-29 20:30 PDT 1087.64 P
USGS 12452000 2020-04-29 20:45 PDT 1087.64 P
USGS 12452000 2020-04-29 21:00 PDT 1087.64 P
USGS 12452000 2020-04-29 21:15 PDT 1087.64 P
USGS 12452000 2020-04-29 21:30 PDT 1087.64 P
USGS 12452000 2020-04-29 21:45 PDT 1087.64 P
USGS 12452000 2020-04-29 22:00 PDT 1087.64 P
USGS 12452000 2020-04-29 22:15 PDT 1087.64 P
USGS 12452000 2020-04-29 22:30 PDT 1087.65 P
USGS 12452000 2020-04-29 22:45 PDT 1087.65 P
USGS 12452000 2020-04-29 23:00 PDT 1087.64 P
USGS 12452000 2020-04-29 23:15 PDT 1087.65 P
USGS 12452000 2020-04-29 23:30 PDT 1087.65 P
USGS 12452000 2020-04-29 23:45 PDT 1087.65 P
USGS 12452000 2020-04-30 00:00 PDT 1087.65 P
USGS 12452000 2020-04-30 00:15 PDT 1087.65 P
USGS 12452000 2020-04-30 00:30 PDT 1087.65 P
USGS 12452000 2020-04-30 00:45 PDT 1087.65 P
USGS 12452000 2020-04-30 01:00 PDT 1087.65 P
USGS 12452000 2020-04-30 01:15 PDT 1087.65 P
USGS 12452000 2020-04-30 01:30 PDT 1087.65 P
USGS 12452000 2020-04-30 01:45 PDT 1087.65 P
USGS 12452000 2020-04-30 02:00 PDT 1087.66 P
USGS 12452000 2020-04-30 02:15 PDT 1087.66 P
USGS 12452000 2020-04-30 02:30 PDT 1087.66 P
USGS 12452000 2020-04-30 02:45 PDT 1087.66 P
USGS 12452000 2020-04-30 03:00 PDT 1087.66 P
USGS 12452000 2020-04-30 03:15 PDT 1087.66 P
USGS 12452000 2020-04-30 03:30 PDT 1087.66 P
USGS 12452000 2020-04-30 03:45 PDT 1087.66 P
USGS 12452000 2020-04-30 04:00 PDT 1087.67 P
USGS 12452000 2020-04-30 04:15 PDT 1087.67 P
USGS 12452000 2020-04-30 04:30 PDT 1087.67 P
USGS 12452000 2020-04-30 04:45 PDT 1087.67 P
USGS 12452000 2020-04-30 05:00 PDT 1087.67 P
USGS 12452000 2020-04-30 05:15 PDT 1087.67 P
USGS 12452000 2020-04-30 05:30 PDT 1087.67 P
USGS 12452000 2020-04-30 05:45 PDT 1087.67 P
USGS 12452000 2020-04-30 06:00 PDT 1087.67 P
USGS 12452000 2020-04-30 06:15 PDT 1087.68 P
USGS 12452000 2020-04-30 06:30 PDT 1087.68 P
USGS 12452000 2020-04-30 06:45 PDT 1087.68 P
USGS 12452000 2020-04-30 07:00 PDT 1087.68 P
USGS 12452000 2020-04-30 07:15 PDT 1087.68 P
USGS 12452000 2020-04-30 07:30 PDT 1087.68 P
USGS 12452000 2020-04-30 07:45 PDT 1087.68 P
USGS 12452000 2020-04-30 08:00 PDT 1087.68 P
USGS 12452000 2020-04-30 08:15 PDT 1087.68 P
USGS 12452000 2020-04-30 08:30 PDT 1087.68 P
USGS 12452000 2020-04-30 08:45 PDT 1087.68 P
USGS 12452000 2020-04-30 09:00 PDT 1087.68 P
USGS 12452000 2020-04-30 09:15 PDT 1087.68 P
USGS 12452000 2020-04-30 09:30 PDT 1087.68 P
USGS 12452000 2020-04-30 09:45 PDT 1087.68 P
USGS 12452000 2020-04-30 10:00 PDT 1087.68 P
USGS 12452000 2020-04-30 10:15 PDT 1087.69 P
USGS 12452000 2020-04-30 10:30 PDT 1087.69 P
USGS 12452000 2020-04-30 10:45 PDT 1087.69 P
USGS 12452000 2020-04-30 11:00 PDT 1087.69 P
USGS 12452000 2020-04-30 11:15 PDT 1087.69 P
USGS 12452000 2020-04-30 11:30 PDT 1087.69 P
USGS 12452000 2020-04-30 11:45 PDT 1087.70 P
USGS 12452000 2020-04-30 12:00 PDT 1087.70 P
USGS 12452000 2020-04-30 12:15 PDT 1087.70 P
USGS 12452000 2020-04-30 12:30 PDT 1087.70 P
USGS 12452000 2020-04-30 12:45 PDT 1087.71 P
USGS 12452000 2020-04-30 13:00 PDT 1087.71 P
USGS 12452000 2020-04-30 13:15 PDT 1087.71 P
USGS 12452000 2020-04-30 13:30 PDT 1087.71 P
USGS 12452000 2020-04-30 13:45 PDT 1087.71 P
USGS 12452000 2020-04-30 14:00 PDT 1087.72 P
USGS 12452000 2020-04-30 14:15 PDT 1087.72 P
USGS 12452000 2020-04-30 14:30 PDT 1087.72 P
USGS 12452000 2020-04-30 14:45 PDT 1087.72 P
USGS 12452000 2020-04-30 15:00 PDT 1087.72 P
USGS 12452000 2020-04-30 15:15 PDT 1087.72 P
USGS 12452000 2020-04-30 15:30 PDT 1087.73 P
USGS 12452000 2020-04-30 15:45 PDT 1087.73 P
USGS 12452000 2020-04-30 16:00 PDT 1087.73 P
USGS 12452000 2020-04-30 16:15 PDT 1087.74 P
USGS 12452000 2020-04-30 16:30 PDT 1087.74 P
USGS 12452000 2020-04-30 16:45 PDT 1087.74 P
USGS 12452000 2020-04-30 17:00 PDT 1087.74 P
USGS 12452000 2020-04-30 17:15 PDT 1087.74 P
USGS 12452000 2020-04-30 17:30 PDT 1087.75 P
USGS 12452000 2020-04-30 17:45 PDT 1087.75 P
USGS 12452000 2020-04-30 18:00 PDT 1087.75 P
USGS 12452000 2020-04-30 18:15 PDT 1087.75 P
USGS 12452000 2020-04-30 18:30 PDT 1087.75 P
USGS 12452000 2020-04-30 18:45 PDT 1087.75 P
USGS 12452000 2020-04-30 19:00 PDT 1087.75 P
USGS 12452000 2020-04-30 19:15 PDT 1087.76 P
USGS 12452000 2020-04-30 19:30 PDT 1087.76 P
USGS 12452000 2020-04-30 19:45 PDT 1087.76 P
USGS 12452000 2020-04-30 20:00 PDT 1087.76 P
USGS 12452000 2020-04-30 20:15 PDT 1087.76 P
USGS 12452000 2020-04-30 20:30 PDT 1087.76 P
USGS 12452000 2020-04-30 20:45 PDT 1087.76 P
USGS 12452000 2020-04-30 21:00 PDT 1087.76 P
USGS 12452000 2020-04-30 21:15 PDT 1087.76 P
USGS 12452000 2020-04-30 21:30 PDT 1087.76 P
USGS 12452000 2020-04-30 21:45 PDT 1087.76 P
USGS 12452000 2020-04-30 22:00 PDT 1087.76 P
USGS 12452000 2020-04-30 22:15 PDT 1087.76 P
USGS 12452000 2020-04-30 22:30 PDT 1087.76 P
USGS 12452000 2020-04-30 22:45 PDT 1087.76 P
USGS 12452000 2020-04-30 23:00 PDT 1087.76 P
USGS 12452000 2020-04-30 23:15 PDT 1087.76 P
USGS 12452000 2020-04-30 23:30 PDT 1087.76 P
USGS 12452000 2020-04-30 23:45 PDT 1087.76 P
USGS 12452000 2020-05-01 00:00 PDT 1087.76 P
USGS 12452000 2020-05-01 00:15 PDT 1087.76 P
USGS 12452000 2020-05-01 00:30 PDT 1087.76 P
USGS 12452000 2020-05-01 00:45 PDT 1087.76 P
USGS 12452000 2020-05-01 01:00 PDT 1087.76 P
USGS 12452000 2020-05-01 01:15 PDT 1087.76 P
USGS 12452000 2020-05-01 01:30 PDT 1087.76 P
USGS 12452000 2020-05-01 01:45 PDT 1087.76 P
USGS 12452000 2020-05-01 02:00 PDT 1087.77 P
USGS 12452000 2020-05-01 02:15 PDT 1087.76 P
USGS 12452000 2020-05-01 02:30 PDT 1087.76 P
USGS 12452000 2020-05-01 02:45 PDT 1087.77 P
USGS 12452000 2020-05-01 03:00 PDT 1087.77 P
USGS 12452000 2020-05-01 03:15 PDT 1087.77 P
USGS 12452000 2020-05-01 03:30 PDT 1087.77 P
USGS 12452000 2020-05-01 03:45 PDT 1087.77 P
USGS 12452000 2020-05-01 04:00 PDT 1087.77 P
USGS 12452000 2020-05-01 04:15 PDT 1087.77 P
USGS 12452000 2020-05-01 04:30 PDT 1087.77 P
USGS 12452000 2020-05-01 04:45 PDT 1087.77 P
USGS 12452000 2020-05-01 05:00 PDT 1087.77 P
USGS 12452000 2020-05-01 05:15 PDT 1087.77 P
USGS 12452000 2020-05-01 05:30 PDT 1087.77 P
USGS 12452000 2020-05-01 05:45 PDT 1087.77 P
USGS 12452000 2020-05-01 06:00 PDT 1087.77 P
USGS 12452000 2020-05-01 06:15 PDT 1087.78 P
USGS 12452000 2020-05-01 06:30 PDT 1087.77 P
USGS 12452000 2020-05-01 06:45 PDT 1087.78 P
USGS 12452000 2020-05-01 07:00 PDT 1087.78 P
USGS 12452000 2020-05-01 07:15 PDT 1087.78 P
USGS 12452000 2020-05-01 07:30 PDT 1087.78 P
USGS 12452000 2020-05-01 07:45 PDT 1087.78 P
USGS 12452000 2020-05-01 08:00 PDT 1087.78 P
USGS 12452000 2020-05-01 08:15 PDT 1087.78 P
USGS 12452000 2020-05-01 08:30 PDT 1087.78 P
USGS 12452000 2020-05-01 08:45 PDT 1087.78 P
USGS 12452000 2020-05-01 09:00 PDT 1087.78 P
USGS 12452000 2020-05-01 09:15 PDT 1087.78 P
USGS 12452000 2020-05-01 09:30 PDT 1087.78 P
USGS 12452000 2020-05-01 09:45 PDT 1087.78 P
USGS 12452000 2020-05-01 10:00 PDT 1087.78 P
USGS 12452000 2020-05-01 10:15 PDT 1087.78 P
USGS 12452000 2020-05-01 10:30 PDT 1087.78 P
USGS 12452000 2020-05-01 10:45 PDT 1087.78 P
USGS 12452000 2020-05-01 11:00 PDT 1087.78 P
USGS 12452000 2020-05-01 11:15 PDT 1087.78 P
USGS 12452000 2020-05-01 11:30 PDT 1087.78 P
USGS 12452000 2020-05-01 11:45 PDT 1087.78 P
USGS 12452000 2020-05-01 12:00 PDT 1087.78 P
USGS 12452000 2020-05-01 12:15 PDT 1087.79 P
USGS 12452000 2020-05-01 12:30 PDT 1087.79 P
USGS 12452000 2020-05-01 12:45 PDT 1087.79 P
USGS 12452000 2020-05-01 13:00 PDT 1087.79 P
USGS 12452000 2020-05-01 13:15 PDT 1087.79 P
USGS 12452000 2020-05-01 13:30 PDT 1087.79 P
USGS 12452000 2020-05-01 13:45 PDT 1087.79 P
USGS 12452000 2020-05-01 14:00 PDT 1087.79 P
USGS 12452000 2020-05-01 14:15 PDT 1087.79 P
USGS 12452000 2020-05-01 14:30 PDT 1087.79 P
USGS 12452000 2020-05-01 14:45 PDT 1087.79 P
USGS 12452000 2020-05-01 15:00 PDT 1087.79 P
USGS 12452000 2020-05-01 15:15 PDT 1087.79 P
USGS 12452000 2020-05-01 15:30 PDT 1087.79 P
USGS 12452000 2020-05-01 15:45 PDT 1087.79 P
USGS 12452000 2020-05-01 16:00 PDT 1087.79 P
USGS 12452000 2020-05-01 16:15 PDT 1087.79 P
USGS 12452000 2020-05-01 16:30 PDT 1087.79 P
USGS 12452000 2020-05-01 16:45 PDT 1087.79 P
USGS 12452000 2020-05-01 17:00 PDT 1087.79 P
USGS 12452000 2020-05-01 17:15 PDT 1087.79 P
USGS 12452000 2020-05-01 17:30 PDT 1087.79 P
USGS 12452000 2020-05-01 17:45 PDT 1087.79 P
USGS 12452000 2020-05-01 18:00 PDT 1087.79 P
USGS 12452000 2020-05-01 18:15 PDT 1087.79 P
USGS 12452000 2020-05-01 18:30 PDT 1087.80 P
USGS 12452000 2020-05-01 18:45 PDT 1087.80 P
USGS 12452000 2020-05-01 19:00 PDT 1087.80 P
USGS 12452000 2020-05-01 19:15 PDT 1087.80 P
USGS 12452000 2020-05-01 19:30 PDT 1087.80 P
USGS 12452000 2020-05-01 19:45 PDT 1087.80 P
USGS 12452000 2020-05-01 20:00 PDT 1087.80 P
USGS 12452000 2020-05-01 20:15 PDT 1087.80 P
USGS 12452000 2020-05-01 20:30 PDT 1087.80 P
USGS 12452000 2020-05-01 20:45 PDT 1087.80 P
USGS 12452000 2020-05-01 21:00 PDT 1087.80 P
USGS 12452000 2020-05-01 21:15 PDT 1087.80 P
USGS 12452000 2020-05-01 21:30 PDT 1087.80 P
USGS 12452000 2020-05-01 21:45 PDT 1087.80 P
USGS 12452000 2020-05-01 22:00 PDT 1087.81 P
USGS 12452000 2020-05-01 22:15 PDT 1087.81 P
USGS 12452000 2020-05-01 22:30 PDT 1087.81 P
USGS 12452000 2020-05-01 22:45 PDT 1087.81 P
USGS 12452000 2020-05-01 23:00 PDT 1087.81 P
USGS 12452000 2020-05-01 23:15 PDT 1087.81 P
USGS 12452000 2020-05-01 23:30 PDT 1087.81 P
USGS 12452000 2020-05-01 23:45 PDT 1087.81 P
USGS 12452000 2020-05-02 00:00 PDT 1087.81 P
USGS 12452000 2020-05-02 00:15 PDT 1087.81 P
USGS 12452000 2020-05-02 00:30 PDT 1087.81 P
USGS 12452000 2020-05-02 00:45 PDT 1087.82 P
USGS 12452000 2020-05-02 01:00 PDT 1087.82 P
USGS 12452000 2020-05-02 01:15 PDT 1087.82 P
USGS 12452000 2020-05-02 01:30 PDT 1087.82 P
USGS 12452000 2020-05-02 01:45 PDT 1087.82 P
USGS 12452000 2020-05-02 02:00 PDT 1087.82 P
USGS 12452000 2020-05-02 02:15 PDT 1087.82 P
USGS 12452000 2020-05-02 02:30 PDT 1087.82 P
USGS 12452000 2020-05-02 02:45 PDT 1087.82 P
USGS 12452000 2020-05-02 03:00 PDT 1087.82 P
USGS 12452000 2020-05-02 03:15 PDT 1087.82 P
USGS 12452000 2020-05-02 03:30 PDT 1087.82 P
USGS 12452000 2020-05-02 03:45 PDT 1087.82 P
USGS 12452000 2020-05-02 04:00 PDT 1087.82 P
USGS 12452000 2020-05-02 04:15 PDT 1087.82 P
USGS 12452000 2020-05-02 04:30 PDT 1087.82 P
USGS 12452000 2020-05-02 04:45 PDT 1087.83 P
USGS 12452000 2020-05-02 05:00 PDT 1087.83 P
USGS 12452000 2020-05-02 05:15 PDT 1087.83 P
USGS 12452000 2020-05-02 05:30 PDT 1087.83 P
USGS 12452000 2020-05-02 05:45 PDT 1087.83 P
USGS 12452000 2020-05-02 06:00 PDT 1087.83 P
USGS 12452000 2020-05-02 06:15 PDT 1087.84 P
USGS 12452000 2020-05-02 06:30 PDT 1087.84 P
USGS 12452000 2020-05-02 06:45 PDT 1087.84 P
USGS 12452000 2020-05-02 07:00 PDT 1087.84 P
USGS 12452000 2020-05-02 07:15 PDT 1087.84 P
USGS 12452000 2020-05-02 07:30 PDT 1087.84 P
USGS 12452000 2020-05-02 07:45 PDT 1087.85 P
USGS 12452000 2020-05-02 08:00 PDT 1087.85 P
USGS 12452000 2020-05-02 08:15 PDT 1087.85 P
USGS 12452000 2020-05-02 08:30 PDT 1087.85 P
USGS 12452000 2020-05-02 08:45 PDT 1087.85 P
USGS 12452000 2020-05-02 09:00 PDT 1087.85 P
USGS 12452000 2020-05-02 09:15 PDT 1087.85 P
USGS 12452000 2020-05-02 09:30 PDT 1087.85 P
USGS 12452000 2020-05-02 09:45 PDT 1087.85 P
USGS 12452000 2020-05-02 10:00 PDT 1087.85 P
USGS 12452000 2020-05-02 10:15 PDT 1087.85 P
USGS 12452000 2020-05-02 10:30 PDT 1087.86 P
USGS 12452000 2020-05-02 10:45 PDT 1087.86 P
USGS 12452000 2020-05-02 11:00 PDT 1087.86 P
USGS 12452000 2020-05-02 11:15 PDT 1087.86 P
USGS 12452000 2020-05-02 11:30 PDT 1087.86 P
USGS 12452000 2020-05-02 11:45 PDT 1087.86 P
USGS 12452000 2020-05-02 12:00 PDT 1087.86 P
USGS 12452000 2020-05-02 12:15 PDT 1087.86 P
USGS 12452000 2020-05-02 12:30 PDT 1087.86 P
USGS 12452000 2020-05-02 12:45 PDT 1087.86 P
USGS 12452000 2020-05-02 13:00 PDT 1087.86 P
USGS 12452000 2020-05-02 13:15 PDT 1087.86 P
USGS 12452000 2020-05-02 13:30 PDT 1087.87 P
USGS 12452000 2020-05-02 13:45 PDT 1087.87 P
USGS 12452000 2020-05-02 14:00 PDT 1087.87 P
USGS 12452000 2020-05-02 14:15 PDT 1087.87 P
USGS 12452000 2020-05-02 14:30 PDT 1087.87 P
USGS 12452000 2020-05-02 14:45 PDT 1087.87 P
USGS 12452000 2020-05-02 15:00 PDT 1087.87 P
USGS 12452000 2020-05-02 15:15 PDT 1087.88 P
USGS 12452000 2020-05-02 15:30 PDT 1087.88 P
USGS 12452000 2020-05-02 15:45 PDT 1087.88 P
USGS 12452000 2020-05-02 16:00 PDT 1087.89 P
USGS 12452000 2020-05-02 16:15 PDT 1087.89 P
USGS 12452000 2020-05-02 16:30 PDT 1087.89 P
USGS 12452000 2020-05-02 16:45 PDT 1087.89 P
USGS 12452000 2020-05-02 17:00 PDT 1087.89 P
USGS 12452000 2020-05-02 17:15 PDT 1087.90 P
USGS 12452000 2020-05-02 17:30 PDT 1087.90 P
USGS 12452000 2020-05-02 17:45 PDT 1087.90 P
USGS 12452000 2020-05-02 18:00 PDT 1087.90 P
USGS 12452000 2020-05-02 18:15 PDT 1087.90 P
USGS 12452000 2020-05-02 18:30 PDT 1087.90 P
USGS 12452000 2020-05-02 18:45 PDT 1087.90 P
USGS 12452000 2020-05-02 19:00 PDT 1087.91 P
USGS 12452000 2020-05-02 19:15 PDT 1087.91 P
USGS 12452000 2020-05-02 19:30 PDT 1087.92 P
USGS 12452000 2020-05-02 19:45 PDT 1087.92 P
USGS 12452000 2020-05-02 20:00 PDT 1087.92 P
USGS 12452000 2020-05-02 20:15 PDT 1087.92 P
USGS 12452000 2020-05-02 20:30 PDT 1087.92 P
USGS 12452000 2020-05-02 20:45 PDT 1087.93 P
USGS 12452000 2020-05-02 21:00 PDT 1087.93 P
USGS 12452000 2020-05-02 21:15 PDT 1087.93 P
USGS 12452000 2020-05-02 21:30 PDT 1087.93 P
USGS 12452000 2020-05-02 21:45 PDT 1087.93 P
USGS 12452000 2020-05-02 22:00 PDT 1087.93 P
USGS 12452000 2020-05-02 22:15 PDT 1087.93 P
USGS 12452000 2020-05-02 22:30 PDT 1087.93 P
USGS 12452000 2020-05-02 22:45 PDT 1087.93 P
USGS 12452000 2020-05-02 23:00 PDT 1087.93 P
USGS 12452000 2020-05-02 23:15 PDT 1087.93 P
USGS 12452000 2020-05-02 23:30 PDT 1087.93 P
USGS 12452000 2020-05-02 23:45 PDT 1087.93 P
USGS 12452000 2020-05-03 00:00 PDT 1087.93 P
USGS 12452000 2020-05-03 00:15 PDT 1087.93 P
USGS 12452000 2020-05-03 00:30 PDT 1087.93 P
USGS 12452000 2020-05-03 00:45 PDT 1087.93 P
USGS 12452000 2020-05-03 01:00 PDT 1087.93 P
USGS 12452000 2020-05-03 01:15 PDT 1087.93 P
USGS 12452000 2020-05-03 01:30 PDT 1087.93 P
USGS 12452000 2020-05-03 01:45 PDT 1087.94 P
USGS 12452000 2020-05-03 02:00 PDT 1087.94 P
USGS 12452000 2020-05-03 02:15 PDT 1087.94 P
USGS 12452000 2020-05-03 02:30 PDT 1087.94 P
USGS 12452000 2020-05-03 02:45 PDT 1087.94 P
USGS 12452000 2020-05-03 03:00 PDT 1087.95 P
USGS 12452000 2020-05-03 03:15 PDT 1087.95 P
USGS 12452000 2020-05-03 03:30 PDT 1087.95 P
USGS 12452000 2020-05-03 03:45 PDT 1087.95 P
USGS 12452000 2020-05-03 04:00 PDT 1087.95 P
USGS 12452000 2020-05-03 04:15 PDT 1087.95 P
USGS 12452000 2020-05-03 04:30 PDT 1087.96 P
USGS 12452000 2020-05-03 04:45 PDT 1087.96 P
USGS 12452000 2020-05-03 05:00 PDT 1087.96 P
USGS 12452000 2020-05-03 05:15 PDT 1087.96 P
USGS 12452000 2020-05-03 05:30 PDT 1087.96 P
USGS 12452000 2020-05-03 05:45 PDT 1087.96 P
USGS 12452000 2020-05-03 06:00 PDT 1087.96 P
USGS 12452000 2020-05-03 06:15 PDT 1087.96 P
USGS 12452000 2020-05-03 06:30 PDT 1087.96 P
USGS 12452000 2020-05-03 06:45 PDT 1087.96 P
USGS 12452000 2020-05-03 07:00 PDT 1087.96 P
USGS 12452000 2020-05-03 07:15 PDT 1087.97 P
USGS 12452000 2020-05-03 07:30 PDT 1087.97 P
USGS 12452000 2020-05-03 07:45 PDT 1087.97 P
USGS 12452000 2020-05-03 08:00 PDT 1087.97 P
USGS 12452000 2020-05-03 08:15 PDT 1087.97 P
USGS 12452000 2020-05-03 08:30 PDT 1087.97 P
USGS 12452000 2020-05-03 08:45 PDT 1087.97 P
USGS 12452000 2020-05-03 09:00 PDT 1087.97 P
USGS 12452000 2020-05-03 09:15 PDT 1087.97 P
USGS 12452000 2020-05-03 09:30 PDT 1087.97 P
USGS 12452000 2020-05-03 09:45 PDT 1087.97 P
USGS 12452000 2020-05-03 10:00 PDT 1087.97 P
USGS 12452000 2020-05-03 10:15 PDT 1087.97 P
USGS 12452000 2020-05-03 10:30 PDT 1087.97 P
USGS 12452000 2020-05-03 10:45 PDT 1087.98 P
USGS 12452000 2020-05-03 11:00 PDT 1087.98 P
